filename,gx,gy,rx,ry
church.tif,3.45,24.8,-4.3,57.79999999999999
emir.tif,23.700000000000003,48.64999999999999,40.99999999999999,105.94999999999999
harvesters.tif,13.35,61.0,10.25,123.55
icon.tif,16.05,39.2,23.099999999999998,88.30000000000001
